arm,sample_id,repo_name,language,file_size_band,file_line_count,findings_total,high,medium,low,checks_failed,failed_check_ids
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00076,Significant-Gravitas/AutoGPT,python,300_999,485,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00082,browser-use/browser-use,python,300_999,372,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00097,bentoml/BentoML,python,300_999,588,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00232,launchql/pgsql-parser,typescript,1000_plus,1791,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00285,ComposioHQ/composio,typescript,1000_plus,1826,2,0,2,0,1,background_tasks
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00201,tech-systems/panes,typescript,100_299,153,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00202,box/box-ui-elements,typescript,100_299,120,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00203,Cap-go/capgo,typescript,100_299,264,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00204,mochilang/mochi,typescript,100_299,145,2,0,2,0,1,return_contracts
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00205,buster-so/buster,typescript,100_299,130,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00206,buster-so/buster,typescript,100_299,130,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00207,liam-hq/liam,typescript,100_299,163,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00208,mfts/papermark,typescript,100_299,160,4,2,1,1,2,"exception_handling,fallback_control"
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00210,calcom/cal.com,typescript,100_299,144,1,0,0,1,1,fallback_control
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00211,mlflow/mlflow,typescript,100_299,183,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00213,onlook-dev/onlook,typescript,100_299,134,4,2,2,0,2,"background_tasks,exception_handling"
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00214,calcom/cal.com,typescript,100_299,145,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00216,getsentry/sentry-javascript,typescript,100_299,110,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00217,mendableai/firecrawl,typescript,100_299,159,2,0,2,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00218,goat-sdk/goat,typescript,100_299,278,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00219,prebid/Prebid.js,typescript,100_299,105,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00220,sam-goodwin/alchemy,typescript,100_299,147,1,0,1,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00221,antiwork/flexile,typescript,100_299,153,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00222,promptfoo/promptfoo,typescript,100_299,180,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00223,google-gemini/gemini-cli,typescript,100_299,249,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00224,Shelf-nu/shelf.nu,typescript,100_299,103,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00225,elastic/kibana,typescript,100_299,103,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00226,promptfoo/promptfoo,typescript,100_299,268,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00227,microsoft/azure-pipelines-tasks,typescript,100_299,140,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00229,nodetool-ai/nodetool,typescript,100_299,102,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00230,liam-hq/liam,typescript,100_299,240,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00231,giselles-ai/giselle,typescript,100_299,133,1,0,1,0,1,return_contracts
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00233,microsoft/typespec,typescript,100_299,121,1,0,1,0,1,confidence_representation
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00234,calcom/cal.com,typescript,100_299,116,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00235,jcputney/scorm-again,typescript,100_299,264,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00236,stack-auth/stack-auth,typescript,100_299,198,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00237,AgentDock/AgentDock,typescript,100_299,299,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00238,tokens-studio/figma-plugin,typescript,100_299,299,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00239,mastra-ai/mastra,typescript,100_299,148,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00240,promptfoo/promptfoo,typescript,100_299,105,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00241,onlook-dev/onlook,typescript,100_299,109,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00242,dcSpark/shinkai-local-ai-agents,typescript,100_299,130,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00243,tokens-studio/figma-plugin,typescript,100_299,126,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00244,sugyan/claude-code-webui,typescript,100_299,236,5,2,3,0,2,"background_tasks,exception_handling"
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00245,theopenco/llmgateway,typescript,100_299,103,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00246,novuhq/novu,typescript,100_299,122,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00247,stack-auth/stack-auth,typescript,100_299,152,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00248,remotion-dev/remotion,typescript,100_299,147,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00251,digitaldemocracy2030/kouchou-ai,typescript,100_299,128,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00253,promptfoo/promptfoo,typescript,100_299,154,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00256,onlook-dev/onlook,typescript,100_299,141,1,1,0,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00258,stack-auth/stack-auth,typescript,100_299,115,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00259,microsoft/vscode,typescript,100_299,125,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00261,google-gemini/gemini-cli,typescript,100_299,114,1,0,1,0,1,return_contracts
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00262,buster-so/buster,typescript,100_299,126,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00263,buster-so/buster,typescript,100_299,121,1,1,0,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00264,buster-so/buster,typescript,100_299,170,1,1,0,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00265,liam-hq/liam,typescript,100_299,101,1,0,1,0,1,confidence_representation
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00266,calcom/cal.com,typescript,100_299,119,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00267,calcom/cal.com,typescript,100_299,192,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00268,calcom/cal.com,typescript,100_299,215,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00269,calcom/cal.com,typescript,100_299,192,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00270,calcom/cal.com,typescript,100_299,216,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00271,calcom/cal.com,typescript,100_299,113,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00272,shinnku-nikaidou/shinnku-com,typescript,100_299,252,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00273,tegnike/aituber-kit,typescript,100_299,163,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00274,tegnike/aituber-kit,typescript,100_299,105,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00275,microsoft/vscode,typescript,100_299,153,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00276,microsoft/ApplicationInsights-node.js,typescript,100_299,212,4,0,4,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00277,vltpkg/vltpkg,typescript,100_299,112,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00278,dcSpark/shinkai-local-ai-agents,typescript,100_299,113,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00279,LayerZero-Labs/devtools,typescript,100_299,107,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00282,liam-hq/liam,typescript,100_299,130,2,1,1,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00283,macalbert/envilder,typescript,100_299,103,2,2,0,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00284,remotion-dev/remotion,typescript,100_299,235,1,0,1,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00286,Emurgo/yoroi,typescript,100_299,119,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00288,selfxyz/self,typescript,100_299,152,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00289,selfxyz/self,typescript,100_299,146,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00290,selfxyz/self,typescript,100_299,244,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00291,onlook-dev/onlook,typescript,100_299,214,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00292,calcom/cal.com,typescript,100_299,205,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00293,calcom/cal.com,typescript,100_299,205,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00294,calcom/cal.com,typescript,100_299,107,1,0,1,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00295,NethermindEth/starknet.go,typescript,100_299,151,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00296,microsoft/ApplicationInsights-JS,typescript,100_299,176,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00297,microsoft/ApplicationInsights-JS,typescript,100_299,258,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00298,promptfoo/promptfoo,typescript,100_299,132,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00299,langfuse/langfuse,typescript,100_299,131,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00300,mattpocock/total-typescript-monorepo,typescript,100_299,117,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00209,tegnike/aituber-kit,typescript,300_999,353,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00212,liam-hq/liam,typescript,300_999,401,1,0,1,0,1,background_tasks
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00215,LayerZero-Labs/devtools,typescript,300_999,480,2,0,2,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00228,promptfoo/promptfoo,typescript,300_999,404,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00249,buster-so/buster,typescript,300_999,426,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00250,buster-so/buster,typescript,300_999,426,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00252,digitaldemocracy2030/kouchou-ai,typescript,300_999,832,4,3,1,0,1,exception_handling
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00254,CEPT-VZG/digipin,typescript,300_999,351,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00255,calcom/cal.com,typescript,300_999,377,1,0,0,1,1,fallback_control
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00257,polkadot-cloud/polkadot-staking-dashboard,typescript,300_999,369,0,0,0,0,0,
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00260,antiwork/shortest,typescript,300_999,521,9,0,9,0,2,"background_tasks,exception_handling"
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00280,oven-sh/bun,typescript,300_999,316,2,0,0,2,1,fallback_control
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00281,oven-sh/bun,typescript,300_999,335,6,0,1,5,2,"background_tasks,fallback_control"
agent_attributed,aira-aidev-full-pilot-arm-a_agent_attributed_00287,ruvnet/claude-flow,typescript,300_999,850,15,0,15,0,3,"background_tasks,confidence_representation,exception_handling"
